fold,sharpe,vol_ratio,mse,strat_vol,mkt_vol,pos_mean,pos_std,pos_min,pos_max
0,0.45087276453048425,1.2923317805255885,0.00015087208667033416,0.015603555890327045,0.012073955098419936,1.0565324300168444,0.5467509772565965,0.18584297916867926,1.8616840280951172
1,1.092573826094106,0.9790739074210772,9.497144393454525e-05,0.009595534545840652,0.009800623296269535,0.7998722420171159,0.4416082578304852,0.18058441609394324,1.84940796688841
2,0.7608578798036275,1.1804810467413247,0.00017715115649692432,0.01566276419135706,0.013268120004631633,0.9026902587760937,0.47353295833718834,0.1578783648714998,1.8903948333817953
3,0.8395285221512301,1.0847592030303164,7.42572749583552e-05,0.008886881955274475,0.00819249279512783,0.7733413399589211,0.5006061912897846,0.17652189970319268,1.955910683677502
4,0.7951395856235661,1.2047161464317653,0.00013261600975805974,0.013691330055504816,0.011364776753475919,0.8649964071125122,0.4796684551212692,0.15978421001802218,1.89906572274783
