k,sharpe_mean,sharpe_std,clamped_sharpe,pos_mean,pos_std,vol_ratio,profit_proxy,estimated_utility
200.0,0.6270958676806551,0.2341017341953702,0.6270958676806551,0.993893313407898,0.311371836066246,1.2324705315039235,3.1137183606624603,1.9525999170928123
300.0,0.6456410800744011,0.23988828814145213,0.6456410800744011,0.9777663111686706,0.41112578511238096,1.2808466400964849,4.11125785112381,2.654396959463938
400.0,0.6506262888324967,0.23123508883137017,0.6506262888324967,0.9617813467979431,0.48494749665260317,1.3139985086656503,4.8494749665260315,3.155195900256928
500.0,0.6586783304467343,0.22814296429542735,0.6586783304467343,0.9471985101699829,0.5423193752765656,1.337336332248789,5.4231937527656555,3.5721402067608414
600.0,0.664617873973945,0.22489277440717978,0.664617873973945,0.9341496586799621,0.5884491622447967,1.3550193685173766,5.8844916224479675,3.9109383115288585
800.0,0.6592124615833843,0.22142559745873172,0.6592124615833843,0.9143395304679871,0.6583099842071534,1.3814422771144195,6.583099842071533,4.339661451741164
