strategy,cv_sharpe,improvement_pct,expected_public
Baseline (MSE),0.5891994491255768,0.0,5.06711526247996
Strategy 1 (Sharpe-Weighted),0.555875067904814,-5.655874470048985,4.7805255839814
Strategy 2 (Quantile α=0.5),0.6046314493056515,2.6191470821938423,5.199830464028603
Strategy 3 (Huber),0.594011305993807,0.8166770819917574,5.10849723154674
Strategy 4 (MAE/L1),0.6504192762070546,10.390340176375492,5.59360577538067
