fold,sharpe,val_loss,pos_mean,pos_std,pred_std
1,-0.32541732467717943,6.544633412975297,0.21710306,0.5986041,1.6597543
2,0.21532804615434406,5579.98553541015,0.9102283,0.89841914,58.11498
3,0.3339765837977527,0.00018396328611440063,0.6511805,0.55281633,0.002596583
4,0.8146200112071796,6.789653904585673e-05,1.1473068,0.105217636,0.00082229
5,0.7513048387255983,0.00012647395942622097,0.9803167,0.22563599,0.0013453048
