fold,sharpe,pos_mean,pos_std
1,0.1927785662676813,1.1371997505740696,0.401348068177365
2,0.11632306981748687,0.2382880429870537,0.3871951285794203
3,0.12159823110010338,0.4767034541499854,0.3866591074733787
4,0.9093619163778601,0.6374419361373485,0.31747268628643865
5,0.8647325109917317,0.4118881884988384,0.3659661798854812
