fold,sharpe,pos_mean,pos_std
1,0.4663006731193539,1.2878101846458851,0.28281782508257725
2,0.2955732055618972,0.8967659491929024,0.3700980630526953
3,0.43202015213637346,1.0472041312330769,0.2597362535207089
4,0.9570295082714204,1.043193295776416,0.19953859444494934
5,0.8026683458039146,0.9867782160125214,0.26721024080945477
