fold,sharpe,pos_mean,pos_std
1,0.4685345114396646,1.3922876786294283,0.34593993173359294
2,0.31967028224858995,0.843723057984838,0.4865924577932684
3,0.4249692477579742,1.0090372477699667,0.3502170690699521
4,1.0137119171725273,0.9713368089847257,0.290769149004535
5,0.749947842780938,0.8827499992450458,0.4035297313829274
