fold,sharpe,pos_mean,pos_std
1,0.5339578289930164,1.0821692,0.115428254
2,0.25537925967207853,0.89820534,0.5114952
3,0.488148453492754,1.0250822,0.42924207
4,1.0193929396977515,0.9437813,0.34176996
5,0.6491187637722833,0.838165,0.4478669
