mse,vol_ratio,sharpe,strat_vol,mkt_vol,pos_mean,pos_std,pos_min,pos_max,fold,k,hypothesis
0.00014972996203763706,0.8601812990844502,0.8382307888957375,0.01038579038164618,0.012073955098419936,0.43150031566619873,0.6296708583831787,0.0,2.0,1,600.0,H1_all_features
0.00010005125078087173,1.2896723132370427,0.6064859194831915,0.01263959251766478,0.009800623296269535,0.5208439826965332,0.6872959733009338,0.0,2.0,2,600.0,H1_all_features
0.00018015805143625554,1.473862788719146,0.6777973707550659,0.019555388351086667,0.013268120004631633,0.97216796875,0.6212218403816223,0.0,2.0,3,600.0,H1_all_features
6.815557565216291e-05,1.2698396059302979,0.9112611797897529,0.010403151822551929,0.00819249279512783,0.8499873876571655,0.47068944573402405,0.0,2.0,4,600.0,H1_all_features
0.00013202430686619647,1.395587516995422,0.7096270145388273,0.01586054057059075,0.011364776753475919,0.8603666424751282,0.6390755772590637,0.0,2.0,5,600.0,H1_all_features
