sharpe,profit,utility,pos_mean,pos_std,n_buy,n_sell,n_neutral,fold
0.1570140180650251,0.1942762005893958,0.03050408686894783,1.09392523364486,0.5450313985309699,275,154,77,1
0.1192755153810949,0.11236621419160928,0.013402538109126698,1.1106809078771696,0.5391663355890775,276,142,84,2
0.34454892351511984,0.44156727458760014,0.15214152911866297,1.0993991989319092,0.5252562851340187,219,122,113,3
0.8628624201249518,0.6540935547246075,0.5643927476178074,1.1648197596795729,0.5092705334021049,278,101,145,4
0.930258743076211,1.0376781149622485,0.9653091389424733,1.1712283044058744,0.5056225524050487,268,93,137,5
