fold,sharpe,pos_mean,pos_std,pct_extreme_low,pct_extreme_high,profit_proxy
1,0.6330739405742242,1.7147003,0.6790967,12.950600801068092,84.11214953271028,1468.1133
2,0.5625225602762739,1.0464534,0.9823391,45.8611481975968,50.53404539385847,1463.8633
3,0.2070194711940933,1.1602592,0.95594233,38.851802403204275,54.73965287049399,1436.8806
4,1.1024044089761802,1.2249719,0.9275012,33.91188251001335,56.2082777036048,1404.9891
5,0.4779068310919118,0.9251332,0.9724815,51.26835781041389,43.32443257676902,1448.8403
