sharpe,mse,strat_vol,pos_mean,pos_std,fold,seq_len,d_model,nhead,num_layers,k
0.48776670396346405,0.00014738659568893034,0.013671300005771754,1.1277153491973877,7.736709085293114e-05,1,20,128,4,2,600
0.2974854751901293,9.574378870261501e-05,0.01043384105645508,1.0674904584884644,0.0,2,20,128,4,2,600
0.4132378436754413,0.00017558409183181746,0.012045172523157734,0.9118363261222839,1.3732781667386007e-07,3,20,128,4,2,600
0.8268258544068853,6.747663431971598e-05,0.008582237345200944,1.0453646183013916,1.1920928955078125e-07,4,20,128,4,2,600
0.8024267110526958,0.00013043296555349787,0.010990173929121638,0.9644984006881714,1.1920928955078125e-07,5,20,128,4,2,600
