fold,sharpe,position_mean,position_std,k_mean
1,0.4734588880411264,1.5034280453613913,0.411872211879297,215.7257226945515
2,0.41432827956687984,0.9718166434258877,0.5312054099420171,210.2942325035787
3,0.12875956311481973,0.9298477608722941,0.4271943663065194,218.03182031075386
4,0.9825342442380748,0.9501879743921349,0.28948898211216295,210.8261470361584
5,0.9082488488232358,0.8464207780377233,0.4037907240438482,222.3236888293895
