k_base,vol_scale,conf_mult,long_ratio,short_ratio,mean_sharpe,std_sharpe,min_sharpe,max_sharpe
250,1.0,0.5,1.0,1.0,0.5639992292974612,0.3085873385250378,0.1663083473728719,0.9472466238995388
250,1.0,0.0,1.0,1.0,0.5637935236196773,0.3084610252792508,0.16636603229801605,0.9465857577598864
200,0.7,0.0,1.0,1.0,0.5624457876682195,0.30606524237697896,0.17231843650615478,0.9476133597528853
200,0.5,0.0,0.8,0.8,0.5612662212512703,0.2999272643704435,0.18264967341388869,0.9379245998552058
300,1.5,0.0,1.0,1.0,0.5608780233285168,0.30806854096726494,0.16907108613593497,0.933216319015403
250,1.0,1.0,0.8,1.0,0.5608183249727523,0.30124043988856847,0.17938454958967306,0.9256521882393985
250,1.0,0.5,0.8,1.0,0.5606814507927423,0.3011623226652045,0.17931217788661793,0.9251852649236577
150,0.5,0.0,1.0,1.0,0.5599033408519285,0.29582057025656944,0.19017405720375094,0.9281918539871735
350,0.0,0.0,1.0,1.0,0.557776372479778,0.33980934510507477,-0.02169567198940711,0.990027857573522
250,0.0,0.0,1.0,1.0,0.5574317400400959,0.3521851338703232,-0.024353590956964388,1.0062597764779961
200,1.0,1.0,1.2,1.0,0.5574230130846283,0.3066470319838695,0.1766342541542525,0.9417566295842378
250,0.0,0.5,1.0,1.0,0.5573897947601874,0.35221381238506233,-0.024496175895739433,1.0062561893355964
250,0.0,1.0,1.0,1.0,0.5573480709591618,0.3522491150149529,-0.024657693566642713,1.0062524990739947
250,0.0,1.5,1.0,1.0,0.5573112585441786,0.3522863041310391,-0.024821472461586,1.0062486872416825
200,1.0,0.5,1.2,1.0,0.5571871983659077,0.3064943157334912,0.1768101548501651,0.9410691000907535
300,0.0,1.5,1.0,1.0,0.5562266222298589,0.3461122175583551,-0.025342508932573105,0.9981312938905188
300,0.0,1.0,1.0,1.0,0.5562096503232677,0.3461505227338628,-0.02536949424155516,0.9981495320426157
300,0.0,0.5,1.0,1.0,0.5561958821963533,0.3461865317821424,-0.025398153524386537,0.9981676628480123
300,0.0,0.0,1.0,1.0,0.5561889722278384,0.346227669364278,-0.02543111433483833,0.9981982496319164
200,1.0,1.0,0.8,1.0,0.5552221314411437,0.2935680480543422,0.19616247916051335,0.9118626238108909
200,1.0,0.5,0.8,1.0,0.5551666225820446,0.2933906527663238,0.19642887524738245,0.911534298767525
150,0.7,0.0,1.0,1.0,0.5549500193214393,0.2911578683928967,0.20227270842201336,0.9121293076261706
200,1.0,1.0,1.0,1.0,0.5547962754105586,0.3005818428563392,0.1870873887595031,0.9243075808937387
200,1.0,0.5,1.0,1.0,0.5546455415679747,0.3004576206218422,0.18714050308849456,0.9237965350737821
200,0.0,0.0,1.0,1.0,0.5545770145922744,0.3513561887591442,-0.010836127499038202,1.0091988390280218
200,0.0,0.5,1.0,1.0,0.5545700907388375,0.3514227981674544,-0.011026166465829804,1.0092245214840543
200,0.0,1.0,1.0,1.0,0.5545526939518869,0.35150486554261534,-0.011264071072590417,1.0092501230801612
200,0.0,1.5,1.0,1.0,0.5545308898126213,0.35160527011807735,-0.011551084340339005,1.0092756250226047
200,1.0,0.0,1.0,1.0,0.5544974750053786,0.3003372493561422,0.18719346737551448,0.9232843299692158
250,1.5,0.0,1.0,1.0,0.5530610046575785,0.3023856056253078,0.18456621288077538,0.9184015904292013
150,1.0,0.0,1.0,1.0,0.5517089955048681,0.28558583586226305,0.21747688804899598,0.9012471485841548
150,0.0,0.0,1.0,1.0,0.5508794551561003,0.33537552804928145,0.03646141949199295,0.9933340939998254
150,1.5,0.0,1.0,1.0,0.5506417248913448,0.27976844959943636,0.2391085871682845,0.8978956491187203
200,1.5,0.0,1.0,1.0,0.5486733418632082,0.2924789989769199,0.20621438366251796,0.906004073483083
