sharpe,mse,strat_vol,pos_mean,pos_std,n_trades,trade_pct,fold,conf_threshold,k_base
1.1335487145897407,0.00014814736885380338,0.010819896811214664,0.532050609588623,0.6375228762626648,954,0.636849132176235,1,0.7,1000
0.3933466874022131,0.00010096414672235851,0.015052981299682584,1.4350605010986328,0.6279569268226624,882,0.5887850467289719,2,0.7,1000
0.24313855168322393,0.00018302804406252585,0.019363916007719632,1.0017555952072144,0.6191899180412292,749,0.5,3,0.7,1000
0.8288173292375329,6.879754069333009e-05,0.009183072031063865,0.5411263108253479,0.5525161623954773,908,0.6061415220293725,4,0.7,1000
0.6015377322356167,0.0001318724574246016,0.016265409757950218,1.007500410079956,0.48562175035476685,587,0.3918558077436582,5,0.7,1000
