strategy,cv_sharpe,improvement_pct,expected_public
Baseline (EXP-021 only),0.5891994491255768,0.0,5.06711526247996
Strategy 1 (+ All time features),0.5731749020704724,-2.7197152133944096,4.929304157806063
Strategy 2 (+ Top 3 time features),0.5696375949582823,-3.3200733972725187,4.898883316641228
