mse,vol_ratio,sharpe,strat_vol,mkt_vol,fold,block,train_upto,valid_range
0.0002688988156304834,1.144584891027161,0.09074141979300684,0.014626504792976478,0.012778872853939666,5.0,1,1798,1798-3596
0.0003850123529227097,1.1471574795821013,0.06439421627630011,0.016907830607824276,0.01473889235677009,5.0,2,3596,3596-5394
0.0001975114742084921,1.2000011175602476,1.0641277033934262,0.009363297828444618,0.007802740923676283,5.0,3,5394,5394-7192
0.0001366083366946808,1.0135174492787726,0.819620787442685,0.011518399546805605,0.011364776753475919,5.0,4,7192,7192-8990
