mse,vol_ratio,sharpe,strat_vol,mkt_vol,fold,block,train_upto,valid_range
0.00016176938095631077,0.9988870760816546,0.08984280851340769,0.012764650940691022,0.012778872853939666,5.0,1,1798,1798-3596
0.00022463721750051876,1.1428952783092217,0.08304179924192681,0.016845010482060413,0.01473889235677009,5.0,2,3596,3596-5394
6.096929894855779e-05,1.024985746294767,1.061733726667183,0.007997698228799054,0.007802740923676283,5.0,3,5394,5394-7192
0.00013036968553291472,1.0575123508130952,0.8042103930719561,0.012018391781034336,0.011364776753475919,5.0,4,7192,7192-8990
