expid,mse_mean,sharpe_mean,sharpe_std,sharpe_median,vol_ratio_mean
H4_k21,0.000737171502076879,0.43178039143202335,0.3551475261073451,0.3064397490497012,1.0638138411004836
H4_k23,0.000737171502076879,0.42412681221898474,0.3635712612946065,0.30787957369700464,1.076604460413863
