mse,vol_ratio,sharpe,strat_vol,mkt_vol,fold,block,train_upto,valid_range
0.00016904925486665003,1.131340054028629,0.13278813853833443,0.014457250705001081,0.012778872853939666,5.0,1,1798,1798-3596
0.00022471142197635566,1.169105945076957,0.13950251307810338,0.017231326678149236,0.01473889235677009,5.0,2,3596,3596-5394
6.114803152519609e-05,1.031605736459727,1.0538040874734416,0.008049352296973523,0.007802740923676283,5.0,3,5394,5394-7192
0.00013035200625218727,1.0509398903009455,0.8151434841259204,0.011943697234592718,0.011364776753475919,5.0,4,7192,7192-8990
