mse,vol_ratio,sharpe,strat_vol,mkt_vol,fold
0.0023747496680809744,0.9678563401670252,-0.09154420161014898,0.011685853992897713,0.012073955098419936,1
0.00024989582059632817,1.1999998094414885,0.31387792007320076,0.011760746087931255,0.009800623296269535,2
0.0006911493982397891,1.1292767006225997,0.14277683967956356,0.014983378782295123,0.013268120004631633,3
0.00023345428677262221,1.1999979853406135,0.8550051252458615,0.00983097484907089,0.00819249279512783,4
0.0001366083366946808,1.0321036383622946,0.820362722876466,0.011729627436437722,0.011364776753475919,5
