mse,vol_ratio,sharpe,fold,experiment,n_features
0.00012278423019712815,1.2898555469570647,0.7318841118588992,1,Top_20_baseline,20
0.0001429220313923361,1.4606375037247854,0.9944026051191863,2,Top_20_baseline,20
0.00010906491182892818,1.2628842969488687,0.8961056964094217,3,Top_20_baseline,20
0.00012398857132983672,1.2792948016725048,0.6260070439143113,1,Top_20_with_interactions,780
0.0001437083969477481,1.3980878889047383,0.734790817712644,2,Top_20_with_interactions,780
0.00011056003697042441,1.5208042047949104,0.6961316586098786,3,Top_20_with_interactions,780
