feature,shap_importance,perm_importance_mean,xgb_gain,shap_importance_norm,perm_importance_mean_norm,xgb_gain_norm,avg_rank
V13_rolling_std_5,6.261313e-06,0.000506397496111255,0.002255536150187254,0.066943206,0.030617867072231478,0.3983113901604305,0.16529082104190054
P8_lag10,3.106189e-06,0.0003786304624945336,0.002485457342118025,0.03321001,0.02289280112792702,0.4389138117078243,0.16500554072407428
S5_vol_20,1.5539299e-06,0.00031616743981334184,0.0025989809073507786,0.016613936,0.019116154244660562,0.45896125323522896,0.16489711451053862
S12_rolling_std_10,1.9054492e-06,0.00015293865239256464,0.00262639787979424,0.020372225,0.009246995423794487,0.46380289250890616,0.16447403763478421
S5_ema_5,9.6639005e-06,0.000885070266670318,0.0018991654505953193,0.10332218,0.0535132262355078,0.3353788990296081,0.16407143446349912
I2_return_5d,1.2013689e-05,0.0017001762835910927,0.0014647094067186117,0.12844509,0.10279626548334278,0.2586571001855657,0.16329948484409376
E11_lag5,7.2720877e-06,0.0005823881623498228,0.0021298404317349195,0.07774997,0.03521242398748055,0.37611443430591807,0.16302560862282395
P11,8.7292465e-06,0.001232406311723344,0.0018174530705437064,0.093329266,0.0745139004854684,0.32094908300162145,0.16293074973359387
P8_return_5d,9.425129e-06,0.0018672090759298432,0.0015559039311483502,0.10076934,0.1128954225127605,0.2747613944118466,0.16280871930552698
P8_return_20d,6.443389e-06,0.0013794654036270338,0.0019008917734026909,0.068889886,0.08340540520704984,0.3356837551664573,0.16265968217144353
S12_lag5,5.132081e-06,0.0009795662094438274,0.002108573680743575,0.054869954,0.05922665143393898,0.37235887971156817,0.16215182822948496
E3,1.17451145e-05,0.0018504520531229974,0.0014054253697395325,0.1255736,0.11188225735936558,0.24818796752214148,0.16188127672683436
M11,6.494017e-06,0.0012659286482307962,0.001920384936966002,0.06943117,0.07654073207728632,0.3391261070333882,0.16169933664395478
M4_ema_60,6.697233e-06,0.0010527242977350637,0.0019771098159253597,0.07160387,0.06364994467642282,0.34914331087785244,0.16146570914541236
M2_return_60d,3.4592313e-06,0.0011821126379600645,0.0021283135283738375,0.03698458,0.07147303825829822,0.37584479420268024,0.16143413798709008
V7_rolling_mean_10,5.726073e-06,0.0003603329001562683,0.0022677842061966658,0.061220657,0.02178649168579701,0.40047430837190173,0.16116048571270356
P5,7.4294044e-06,0.0015933635665968504,0.0017371923895552754,0.07943193,0.09633814198220467,0.3067756265411383,0.16084856573919706
M4_return_5d,7.192909e-06,0.0015148404317607556,0.0017701195320114493,0.076903425,0.09159046664224157,0.31259032203366693,0.16036140461099288
M17_vol_20,3.4280285e-07,4.740021499923808e-05,0.002672784961760044,0.0036650975,0.0028659175710517666,0.47199451608441456,0.15950851039298233
V13_trend,6.372541e-06,0.0013294133911065265,0.0018647899851202965,0.06813241,0.08037915433136646,0.3293084401546167,0.159273334149753
M17_return_60d,4.415564e-06,0.0008539342563596231,0.002134490991011262,0.04720927,0.05163067698877328,0.37693568947854283,0.15859187892193236
D1_trend,1.1202217e-06,0.0001807286005729547,0.002560833701863885,0.011976918,0.010927234654567557,0.45222473232113997,0.15837629506044212
V10_return_5d,9.81105e-07,0.00017113434045495923,0.0025643911212682724,0.010489544,0.010347145331051907,0.45285294688920513,0.1578965453733836
S2_rolling_mean_20,7.69069e-06,0.0007880325485529638,0.001946346601471305,0.08222548,0.04764611990673346,0.3437107494383115,0.15786078284354205
P8_lag60,1.2271697e-05,0.0010112748857858845,0.0015917862765491009,0.13120359,0.06114382528399336,0.2810979573960414,0.15781512483453755
M9,6.4310575e-06,0.001228543801729176,0.0018526898929849267,0.06875804,0.0742803649358759,0.3271716512944123,0.15673668563228946
V10_lag10,5.8885246e-07,9.180097563018518e-05,0.0025919924955815077,0.006295752,0.005550481766854259,0.4577271502009678,0.15652446124936453
E19_lag40,4.1927947e-06,0.0007110423823004974,0.0021579223684966564,0.044827517,0.04299113109993824,0.3810735014745095,0.15629738323215933
