feature,importance
D8_trend_SUB_E19_lag5,0.0010981548
D8_trend_SUB_V10_lag40,0.0010974195
S2_ema_60_ADD_E12_rolling_mean_5,0.0010941973
P8_trend_ADD_V13_lag1,0.0010914848
V13_vol_norm_20_SUB_P7,0.0010902036
E19_lag5_DIV_E19_vol_norm_20,0.0010839938
M2_rolling_mean_10_X_M4_vol_norm_5,0.0010834581
E19_rolling_std_5_X_V13_lag1,0.0010826103
E19_rolling_std_5_SUB_E19_vol_norm_20,0.001081694
I2_trend_SUB_M2_rolling_mean_10,0.0010809189
E19_rolling_std_5_SUB_V13_lag1,0.0010759319
P7_SUB_M4_vol_norm_5,0.0010742943
V13_vol_norm_20_DIV_V7_vol_norm_60,0.0010713902
M4_vol_norm_20_X_S2_ema_60,0.0010690062
V7_vol_norm_60_SUB_M2_rolling_mean_10,0.0010684992
E19_vol_regime_60_ADD_P7,0.0010640078
M4_vol_norm_20_X_M2_rolling_mean_10,0.0010612784
M4_DIV_E12_rolling_mean_5,0.0010609303
V7_vol_norm_60_DIV_S2_ema_60,0.0010602936
M4_vol_norm_20_SUB_E19_lag5,0.0010537041
I2_trend_X_P8_trend,0.0010498143
I2_trend_SUB_E19_lag5,0.0010495533
V13_lag1_ADD_M4_vol_norm_5,0.001048765
I2_trend_ADD_E19_lag5,0.0010475724
V7_vol_norm_60_X_D8_trend,0.0010424373
V13_vol_norm_20_X_P8_trend,0.001040672
I2_trend_X_V7_vol_norm_60,0.0010382661
P8_trend_ADD_E12_rolling_mean_5,0.0010374987
V10_lag40_DIV_M4_vol_norm_5,0.0010345343
E19_rolling_std_5_X_V7_vol_norm_60,0.001030271
V13_vol_norm_20_ADD_I2_trend,0.001029416
E12_rolling_mean_5_SUB_V13,0.0010286951
S2_ema_60_DIV_E19_vol_norm_20,0.0010262267
V7_vol_norm_60_DIV_P7,0.0010248653
M4_ADD_E19_vol_norm_20,0.0010209584
V13_vol_norm_20_DIV_I2_trend,0.0010201723
P8_trend_ADD_V13,0.0010164332
M4_X_V10_lag40,0.0010159704
I2_trend_DIV_E19_vol_norm_20,0.0010156524
V13_lag1_ADD_E12_rolling_mean_5,0.0010148337
E19_rolling_std_5_DIV_M4_vol_norm_5,0.0010108807
M4_SUB_D8_trend,0.0010100859
E19_vol_norm_20_X_P7,0.0010059951
V13_vol_norm_20_DIV_M4_vol_norm_5,0.001004603
M4_vol_norm_20_DIV_P10,0.001004344
V7_vol_norm_60_DIV_E12_rolling_mean_5,0.0010036908
M4_vol_norm_20_SUB_V7_vol_norm_60,0.0010027483
M4_ADD_P10,0.0009987912
M4_DIV_V13_vol_norm_20,0.0009979054
E12_rolling_mean_5_ADD_V10_lag40,0.0009964486
V7_vol_norm_60_ADD_P7,0.00099534
E19_rolling_std_5_DIV_V7_vol_norm_60,0.0009915843
D8_trend_X_E19_vol_norm_20,0.0009900607
V13_vol_norm_20_X_V7_vol_norm_60,0.0009867225
V13_lag1_X_V10_lag40,0.0009860898
E19_rolling_std_5_DIV_P7,0.0009844326
E19_lag5_X_E19_vol_norm_20,0.0009839444
P8_trend_DIV_E19_vol_norm_20,0.0009801189
I2_trend_DIV_P8_trend,0.0009772854
E19_rolling_std_5_DIV_V13_lag1,0.0009754952
V13_lag1_SUB_E12_rolling_mean_5,0.0009745147
E12_rolling_mean_5_X_E19_vol_norm_20,0.0009723223
V13_vol_norm_20_ADD_P10,0.0009698235
I2_trend_ADD_E12_rolling_mean_5,0.00096680137
V7_vol_norm_60_ADD_M4_vol_norm_5,0.0009635341
E12_rolling_mean_5_DIV_M4_vol_norm_5,0.0009629998
P7_ADD_V10_lag40,0.00096258667
M4_vol_norm_20_X_V13,0.00096110086
E19_rolling_std_5_DIV_E19_vol_norm_20,0.0009607497
S2_ema_60_SUB_M4_vol_norm_5,0.0009578297
S2_ema_60_SUB_P10,0.00095157657
M4_ADD_V13,0.00095073896
V13_vol_norm_20_SUB_E19_vol_norm_20,0.00094951846
M4_vol_norm_20_SUB_P10,0.0009477986
E19_rolling_std_5_ADD_P10,0.000946562
M4_X_I2_trend,0.0009449836
S2_ema_60_ADD_M2_rolling_mean_10,0.0009425309
I2_trend_ADD_P7,0.0009391599
E19_vol_regime_60_ADD_E19_lag5,0.00093884405
P8_trend,0.0009381357
M4_DIV_P7,0.000937099
V13_vol_norm_20_ADD_S2_ema_60,0.0009369532
M4_SUB_V13_vol_norm_20,0.00093449076
M4_X_D8_trend,0.000932021
D8_trend_ADD_E12_rolling_mean_5,0.00092804554
M4_vol_norm_20_DIV_E19_lag5,0.0009263586
V7_vol_norm_60_DIV_V13_lag1,0.00092321454
I2_trend_X_E19_rolling_std_5,0.0009180605
V13_vol_norm_20_SUB_M2_rolling_mean_10,0.00091478194
M4_vol_norm_5_ADD_V13,0.0009085498
M4_DIV_S2_ema_60,0.00090459577
M4_SUB_E19_lag5,0.0009026608
E19_rolling_std_5_SUB_P8_trend,0.0008985981
V13_vol_norm_20_ADD_E19_rolling_std_5,0.0008928489
V7_vol_norm_60_ADD_D8_trend,0.0008916336
V13_vol_norm_20_DIV_S2_ema_60,0.0008901504
I2_trend_X_P7,0.00089003635
M4_DIV_E19_vol_regime_60,0.00088979845
D8_trend_ADD_P7,0.00088690576
V13_vol_norm_20_ADD_V13_lag1,0.0008868103
V7_vol_norm_60_X_E12_rolling_mean_5,0.0008867216
E19_lag5_SUB_P7,0.0008855558
P7_DIV_V13,0.00087953906
E19_rolling_std_5_SUB_P7,0.00087924796
V13_vol_norm_20_DIV_E19_lag5,0.00087562506
M4_vol_norm_20_X_D8_trend,0.00087364705
V7_vol_norm_60_DIV_V13,0.0008720711
E19_vol_regime_60_DIV_V13,0.00087195536
M4_vol_norm_20_X_M4_vol_norm_5,0.00086262566
E19_rolling_std_5_X_V13,0.00086062524
V7_vol_norm_60_X_P7,0.00085546606
E12_rolling_mean_5_X_P7,0.0008501733
E19_rolling_std_5_ADD_E19_vol_regime_60,0.0008473809
V13_vol_norm_20_DIV_V13_lag1,0.00084540254
M4_vol_norm_20_SUB_S2_ema_60,0.0008441712
M4_vol_norm_20_ADD_P7,0.0008420764
V7_vol_norm_60_X_M4_vol_norm_5,0.0008400795
M4_vol_norm_20_SUB_V13_lag1,0.00083971163
M4_X_P7,0.00083840045
I2_trend_DIV_V13,0.00082361506
M4_DIV_D8_trend,0.00082322623
V13_vol_norm_20_DIV_V13,0.00082218106
M4_vol_norm_20_SUB_I2_trend,0.00082200783
V13_vol_norm_20_ADD_E19_lag5,0.00082086865
D8_trend_SUB_M4_vol_norm_5,0.0008192062
M4_vol_norm_20_ADD_P8_trend,0.0008172543
P8_trend_SUB_E19_lag5,0.0008056334
V13_vol_norm_20_SUB_I2_trend,0.0007965401
M4_X_P8_trend,0.00079569075
M4_SUB_P7,0.0007935235
V13_vol_norm_20_X_I2_trend,0.00079246896
E19_vol_regime_60_ADD_M4_vol_norm_5,0.00079079607
M4_X_M2_rolling_mean_10,0.00078950747
M4_SUB_I2_trend,0.00078822667
I2_trend_DIV_D8_trend,0.00078550674
E19_rolling_std_5_ADD_D8_trend,0.00078250613
I2_trend_SUB_P8_trend,0.000778057
M4_vol_norm_20_SUB_P7,0.00077512825
E19_rolling_std_5_DIV_P10,0.00077245367
P10,0.0007681461
M4_ADD_P7,0.00076797826
V13_vol_norm_20_X_V13,0.00076708634
M4_SUB_M4_vol_norm_20,0.0007610924
I2_trend_ADD_V13_lag1,0.00075967546
S2_ema_60_DIV_V13_lag1,0.00075439666
M4_vol_norm_20_DIV_E19_rolling_std_5,0.00075042
M4_vol_norm_20_SUB_V13_vol_norm_20,0.0007503699
M4_ADD_V13_vol_norm_20,0.00073954125
D8_trend,0.0007331165
I2_trend_X_M4_vol_norm_5,0.0007308113
M4_vol_norm_20_SUB_V13,0.00071407354
I2_trend_SUB_V13,0.0007117851
M4_vol_norm_20_X_E19_vol_regime_60,0.00068998773
E19_rolling_std_5_ADD_V7_vol_norm_60,0.00068977434
M4_vol_norm_20_SUB_P8_trend,0.0006822197
D8_trend_ADD_M4_vol_norm_5,0.0006772212
S2_ema_60_X_V13,0.00066728494
V13_vol_norm_20_SUB_V7_vol_norm_60,0.0006530684
M4_X_V13_vol_norm_20,0.0006472322
V13_vol_norm_20_ADD_E19_vol_regime_60,0.00064538734
V13_vol_norm_20_X_E19_vol_regime_60,0.0006402395
E19_rolling_std_5_ADD_V13_lag1,0.0006312055
M4_vol_norm_20_DIV_E12_rolling_mean_5,0.00063043606
M4_vol_norm_20_DIV_E19_vol_norm_20,0.0006273929
M4_DIV_E19_rolling_std_5,0.0006233266
E19_vol_norm_20,0.00062325515
V13_vol_norm_20_DIV_E19_vol_norm_20,0.0006205662
M4_DIV_I2_trend,0.00061918783
M4_X_M4_vol_norm_5,0.0006077924
P7_X_V10_lag40,0.0006034808
M4_DIV_V13_lag1,0.0006028695
D8_trend_ADD_M2_rolling_mean_10,0.0005940261
M4_X_E19_vol_norm_20,0.0005898076
M4_vol_norm_20_X_V7_vol_norm_60,0.0005851774
M4_vol_norm_20_X_E19_rolling_std_5,0.00058093923
M2_rolling_mean_10,0.00057160726
M4_vol_norm_20_ADD_E19_rolling_std_5,0.0005711138
I2_trend_DIV_M4_vol_norm_5,0.0005639505
I2_trend_ADD_M4_vol_norm_5,0.0005582495
M4_DIV_P8_trend,0.000555795
M4_X_M4_vol_norm_20,0.0005551603
M4_vol_norm_5,0.0005474534
M4_vol_norm_20_X_E19_vol_norm_20,0.0005455967
I2_trend_DIV_E19_rolling_std_5,0.00054428075
I2_trend_DIV_E19_vol_regime_60,0.00053691625
P8_trend_ADD_V10_lag40,0.00051116507
V13_vol_norm_20_SUB_P10,0.0005103422
P8_trend_SUB_M4_vol_norm_5,0.0005086759
M4_vol_norm_20_SUB_E19_vol_regime_60,0.0004988171
V13_vol_norm_20_X_P7,0.0004738019
S2_ema_60,0.0004717876
V7_vol_norm_60,0.00046893486
E19_rolling_std_5_DIV_V10_lag40,0.00044368673
S2_ema_60_ADD_V13_lag1,0.00043786087
M4_ADD_M4_vol_norm_5,0.00043576118
V13_lag1,0.00043418404
V13_vol_norm_20_X_E19_rolling_std_5,0.0004283872
M4_vol_norm_20_X_V13_vol_norm_20,0.00042777928
V13,0.00042749586
M4_ADD_M2_rolling_mean_10,0.00042491528
M4_SUB_E19_rolling_std_5,0.00042279452
M4_ADD_M4_vol_norm_20,0.00041569237
M4_DIV_E19_lag5,0.00037957
P7,0.00036785763
E19_lag5,0.00035977326
I2_trend,0.00033950136
M4_vol_norm_20_DIV_S2_ema_60,0.00028819244
E19_rolling_std_5,0.00026867288
E12_rolling_mean_5,0.000263373
P8_trend_DIV_E19_vol_regime_60,0.00025803928
V13_vol_norm_20,0.00020625691
M4_vol_norm_20,0.000114931645
M4,8.991153e-05
E19_vol_regime_60,2.0118762e-06
V13_vol_norm_20_SUB_V10_lag40,0.0
V13_vol_norm_20_X_V10_lag40,0.0
E19_vol_regime_60_ADD_V10_lag40,0.0
E19_vol_regime_60_SUB_V10_lag40,0.0
V10_lag40_ADD_P10,0.0
M4_vol_norm_20_X_V10_lag40,0.0
V13_lag1_DIV_V10_lag40,0.0
V13_lag1_SUB_V10_lag40,0.0
M4_vol_norm_20_ADD_E19_vol_regime_60,0.0
E19_rolling_std_5_SUB_V10_lag40,0.0
E19_lag5_X_V10_lag40,0.0
E19_rolling_std_5_ADD_V10_lag40,0.0
M2_rolling_mean_10_DIV_V10_lag40,0.0
M2_rolling_mean_10_SUB_V10_lag40,0.0
M2_rolling_mean_10_SUB_M4_vol_norm_5,0.0
M2_rolling_mean_10_ADD_V13,0.0
E19_vol_regime_60_DIV_V10_lag40,0.0
V10_lag40_ADD_V13,0.0
V10_lag40_DIV_V13,0.0
V10_lag40,0.0
V13_vol_norm_20_SUB_E12_rolling_mean_5,0.0
M4_DIV_V10_lag40,0.0
V13_vol_norm_20_ADD_D8_trend,0.0
D8_trend_SUB_V13,0.0
S2_ema_60_SUB_V10_lag40,0.0
S2_ema_60_SUB_V13,0.0
E19_vol_regime_60_X_V13_lag1,0.0
I2_trend_ADD_V10_lag40,0.0
E19_vol_regime_60_DIV_M2_rolling_mean_10,0.0
V7_vol_norm_60_ADD_V10_lag40,0.0
M4_vol_norm_20_SUB_V10_lag40,0.0
V7_vol_norm_60_X_V10_lag40,0.0
M4_vol_norm_20_ADD_V10_lag40,0.0
E19_vol_regime_60_X_V10_lag40,0.0
E12_rolling_mean_5_SUB_V10_lag40,0.0
