fold,sharpe,pos_mean,pos_std
1,0.5293715767319489,1.0617324,0.12323637
2,0.29386487437282904,0.8756126,0.520604
3,0.4928044353866217,1.0202187,0.41705287
4,1.0806558268825361,0.9449458,0.3252114
5,0.6891696012629642,0.83377576,0.44501838
