fold,sharpe,pos_mean,pos_std
1,0.5494419042142247,1.064080610551908,0.10782951766143944
2,0.2880940578705096,0.8900990505089835,0.5052139113088789
3,0.49167460975846816,1.027927094170007,0.41711839702276254
4,1.0464931739152943,0.9532834988421899,0.326250211386796
5,0.720205052393216,0.8583314986648076,0.43896166708519374
