sharpe,utility,profit,mse,fold,seq_len,hidden_dim,k
0.4581228012277699,0.015528312492533832,0.03389552419333403,0.00015054976861930276,1,60,256,1000
0.3117297861734274,0.04986974114152591,0.15997746559188744,9.52485847961905e-05,2,60,256,1000
0.4913461163654556,0.1901606130696327,0.3870196725605015,0.00017615976839816818,3,60,256,1000
0.7891272201701239,0.2575747590183717,0.3264046055372953,6.886917996452976e-05,4,60,256,1000
0.752141275452222,0.7596787655545815,1.0100213754361873,0.00013346531055480308,5,60,256,1000
