fold,sharpe,pos_mean,pos_std,pred_std
1,0.6093182070600667,1.0392287,0.18959048,0.0007583619
2,0.43184109901038187,1.1723593,0.36906847,0.0017782521
3,0.37507544103865564,1.0883038,0.49705824,0.0025233713
4,0.8763258670964079,0.94358575,0.328548,0.002001089
5,0.7626826864206315,0.94586176,0.3532585,0.001968366
