fold,sharpe,position_mean,position_std
1,4.378352938410067,1.0239075323345523,0.39045721924397575
2,2.4844999527292613,1.0038367440783431,0.2429555134623081
3,3.9373838733484106,1.003979718275121,0.35175314298780874
4,3.007529151590249,0.9920797938883723,0.2197675536055616
5,3.89727538265321,1.0144950379936992,0.30369445457373767
